2022-05-01 00:00:00.0;18029;28.035580524344557;30134;27.977290076335805;6091;25.551039697542503;7873;24.271035087719305;54349;22.993721804511264;6062;7.771428571428583;6126;7.954543726235737;58935;10.072766726943943;5346;10.075198412698393;48128;10.093629343629345
2022-05-02 00:00:00.0;6091;26.54367088607597;3260;25.264285714285705;8066;25.16197440585008;30134;24.66131868131871;50807;24.642450765864282;6062;9.133124999999994;58935;9.762919132149923;56625;10.687178423236505;52045;10.756846473029057;48128;11.253177966101703
2022-05-03 00:00:00.0;6091;27.530943396226437;30134;26.818317757009396;8066;26.107042253521133;50807;25.430683180183685;6820;25.27873873873874;58935;9.136451612903215;6126;9.28835538752362;56625;9.590334572490711;7950;9.617844202898539;27550;9.76777163904236
2022-05-04 00:00:00.0;59308;28.38953488372093;30134;27.953275862069077;6091;27.605882352941155;8066;25.4350604490501;18029;25.058886894075346;6126;8.116413793103455;58935;9.44707903780068;48128;9.600182481751828;56625;10.549182608695666;32805;11.511130434782606
2022-05-05 00:00:00.0;18029;29.47809694793535;59308;28.344660194174768;6091;27.614946619217065;30134;26.718439716312048;8066;26.668641114982595;7483;10.186538461538465;48128;10.694717668488149;5346;10.760693641618507;54610;11.522809917355373;58935;12.195751295336795
2022-05-06 00:00:00.0;59308;31.905622489959867;18029;28.397876106194687;30134;27.706608695652125;6091;27.433626760563364;10527;27.414938488576457;6062;9.904173913043492;33096;11.725222551928788;52045;11.819014084507037;58935;12.080103092783506;53098;12.410954063604239
2022-05-07 00:00:00.0;30134;28.319230769230717;18029;28.195145631067973;50807;27.510757575757733;10527;27.33193430656935;6091;27.26317626527054;6062;9.760869565217398;33096;11.491317365269468;6126;11.930175131348514;52045;12.637823834196885;55725;12.962277580071172
2022-05-08 00:00:00.0;59308;32.725;30134;29.41859649122815;3260;27.252098765432105;6091;27.205923344947774;50807;26.87873563218389;6126;8.003684210526322;58935;9.955224913494803;48128;10.673214285714295;6062;11.060563380281687;56625;11.327135325131811
2022-05-09 00:00:00.0;30134;29.455178907721194;3260;28.88085642317381;8066;28.417137809187295;10527;28.26767485822306;59308;27.94343434343434;58935;8.961038961038959;56625;10.69962756052142;56766;12.485654648956373;52045;12.5331300813008;6062;12.636312849162016
2022-05-10 00:00:00.0;8066;31.115873015873017;4594;29.443238095238097;10527;28.919531250000023;6091;28.831212723658005;6820;28.485245398773007;50815;12.871666666666666;6126;13.98208984374998;56766;14.128150943396223;55725;14.1906790945406;48128;14.913438735177886
2022-05-11 00:00:00.0;54856;69.63952522255151;8066;33.54268077601412;4594;32.385504587155964;6820;30.554107142857134;7888;30.128615384615387;9970;13.61650853889942;55953;13.889579524680054;50815;14.256410256410259;6126;14.540853432282015;48128;14.854562737642613
2022-05-12 00:00:00.0;54856;70.79999999999956;8066;31.022007042253552;15488;29.1945614035088;15767;28.97170923379176;6820;28.91474474474472;6126;13.376807692307688;48128;13.457335907335912;55953;13.5421521335807;58935;13.75293693693692;9970;13.770244821092291
2022-05-13 00:00:00.0;54856;70.79999999999956;59308;29.694202898550728;18029;28.576190476190472;8066;27.776056338028166;6820;27.732462908011865;48128;12.342217898832693;6126;12.634685714285713;58935;13.638346456692911;9519;13.991071428571422;32805;14.045149911816573
2022-05-14 00:00:00.0;54856;70.79999999999957;8066;30.196864111498257;59308;29.85551102204408;10527;28.544789762340045;18029;28.258768656716416;7483;11.662559241706166;6126;12.890386740331492;58935;13.210107142857144;54931;13.405625;56625;13.442899082568818
2022-05-15 00:00:00.0;54856;70.79999999999981;10527;31.747329650092095;8066;31.56443661971832;59308;30.420652173913055;7954;30.2704761904762;48128;12.734423076923088;58935;12.799964664310977;6126;13.429830188679238;56625;13.51794007490637;55582;14.358069498069499
2022-05-16 00:00:00.0;3260;30.389367088607603;10527;30.05407407407413;6091;28.797896749521982;6820;28.56978851963747;50807;27.882930756843862;6126;11.100620300751883;58935;12.067513611615267;56625;13.37412878787879;48128;13.616926070038907;56766;14.858876404494374
2022-05-17 00:00:00.0;10527;31.68181818181821;8066;30.790509666080855;6820;29.489570552147235;30134;28.503531598512954;6091;28.297164461247668;58935;9.667542857142854;6126;9.818152985074633;56625;11.118801498127345;55582;11.95349019607843;27550;12.163051470588249
2022-05-18 00:00:00.0;7954;32.88495590828922;10527;32.378219696969744;6856;31.90666666666667;4594;31.90576208178437;7672;31.62387596899226;6126;7.949521739130433;53417;9.303469387755102;58935;10.218098591549303;56766;11.385351043643258;56061;11.8764258555133
2022-05-19 00:00:00.0;8066;33.58017699115044;6820;32.3315337423313;6091;30.81637080867845;54794;30.166347992351852;49320;30.157627118644033;54238;9.13784946236559;7950;13.68215439856374;55725;14.615474642392718;3986;14.983275261324039;56874;15.056683168316829
2022-05-20 00:00:00.0;8066;35.02291296625225;15767;32.76546906187624;7086;32.757015985790446;15488;32.132188065099456;5715;32.01241970021416;9970;13.866019417475734;53212;15.096531791907502;55953;15.405152671755724;48128;15.561341222879681;3960;15.890242085661082
2022-05-21 00:00:00.0;8066;31.160105448154635;42191;28.500562851782366;15488;28.228091872791524;15767;28.211023622047236;6440;27.75369718309858;27550;11.844194756554298;58935;12.120641711229952;56625;12.701852551984864;48128;12.969504950495045;52915;13.631212121212117
