ts;location1;avg_temp1;location2;avg_temp2;location3;avg_temp3;location4;avg_temp4;location5;avg_temp5;location6;avg_temp6;location7;avg_temp7;location8;avg_temp8;location9;avg_temp9;location10;avg_temp10
2022-05-01 10:00;57245;35.38315789473683;18029;34.19499999999999;59195;32.406315789473695;4594;30.738888888888887;56000;29.299047619047617;52045;10.449999999999998;51487;11.828571428571431;13428;11.859999999999998;6062;12.123529411764707;9519;13.281818181818181
2022-05-01 11:00;4594;34.4125;56000;32.2352380952381;57245;30.398888888888887;18029;30.186363636363637;58706;30.176666666666662;6062;8.88421052631579;51487;13.8;6126;13.888421052631577;13428;13.9;9519;14.075000000000001
2022-05-01 12:00;54238;31.194166666666664;55514;30.222608695652173;4594;29.513636363636365;10739;29.429166666666664;30134;28.224999999999998;6062;8.386956521739132;6126;12.89173913043478;58935;14.109166666666667;4154;14.28095238095238;52045;14.738095238095244
2022-05-01 13:00;53168;37.69652173913043;56000;34.68;54238;33.896521739130435;55514;32.53652173913043;10739;31.062499999999996;6062;7.256521739130435;58935;12.13083333333334;6126;12.410454545454547;56625;14.503478260869565;32805;14.758333333333333
2022-05-01 14:00;56645;45.9725;53168;38.02782608695652;55514;34.700909090909086;54238;33.45142857142857;56000;33.06260869565217;6062;7.220833333333334;58935;11.120833333333335;6126;12.187499999999998;56625;13.672173913043478;48128;13.819047619047618
2022-05-01 15:00;56645;43.35066666666667;5487;33.46521739130435;55514;32.975454545454554;3260;31.134782608695648;54238;30.942;6062;7.566666666666667;58935;10.558181818181817;6126;11.712857142857143;56625;12.105454545454547;27550;12.352380952380951
2022-05-01 16:00;55514;32.869565217391305;5487;30.55652173913043;56645;30.44782608695652;30134;28.82;54238;28.5647619047619;6062;7.21904761904762;58935;9.663;6126;11.183333333333332;27550;11.4375;56625;11.678999999999998
2022-05-01 17:00;30134;28.86499999999999;42191;28.50909090909091;10527;26.77;6091;25.99090909090909;6820;25.047857142857143;6062;5.604545454545455;58935;9.445454545454544;27550;9.614285714285714;6126;10.332500000000001;5346;10.426315789473684
2022-05-01 18:00;30134;27.733333333333334;10527;25.976470588235287;6091;25.74117647058823;54349;23.842352941176472;7873;23.84;6062;6.110526315789475;27550;7.6571428571428575;5346;8.212499999999999;58935;8.709000000000001;6126;9.555882352941177
2022-05-01 19:00;30134;26.372727272727275;6091;25.518181818181816;10527;25.37142857142857;7873;23.84173913043478;54349;23.517499999999995;27550;6.34;6062;6.792307692307693;6126;6.816428571428572;5346;6.963636363636365;58935;7.910000000000001
2022-05-01 20:00;30134;25.968421052631573;6091;25.34444444444445;10527;24.638888888888886;7873;24.541818181818186;54349;23.207777777777782;27550;4.825000000000001;6126;5.480666666666666;6062;6.150000000000001;5346;6.542857142857143;58935;7.109473684210527
2022-05-01 21:00;30134;25.995833333333334;6091;25.166666666666668;7873;24.409200000000002;10527;23.870833333333326;54349;22.969999999999995;27550;4.000000000000001;6126;4.778333333333333;5346;6.333333333333332;6062;6.441666666666664;58935;6.6883333333333335
2022-05-01 22:00;30134;25.60833333333333;6091;25.054166666666664;7873;24.39;54349;23.186666666666664;10527;22.987499999999997;27550;3.2916666666666674;6126;4.4887500000000005;58935;6.030400000000002;56625;6.030833333333335;48128;6.065217391304348
2022-05-01 23:00;30134;25.462500000000006;6091;24.92083333333332;7873;24.40416666666667;54349;23.3225;10527;22.054166666666664;27550;2.6166666666666667;6126;4.1884;56625;5.411666666666666;58935;5.621666666666666;5346;6.0
2022-05-02 00:00;30134;25.57999999999999;6091;24.754166666666674;7873;24.462;54349;22.86666666666667;18029;21.808333333333334;27550;2.2999999999999994;6126;4.920416666666666;56625;4.950833333333334;58935;5.6712;56061;5.766399999999999
2022-05-02 01:00;30134;25.240909090909096;6091;24.608333333333338;7873;24.466666666666672;54349;22.457499999999992;18029;21.700000000000006;27550;2.066666666666667;56625;4.585833333333334;40640;5.007142857142857;56061;5.346666666666667;52915;5.364999999999999
2022-05-02 02:00;30134;25.064000000000007;7873;24.535416666666677;6091;24.46249999999999;54349;22.10916666666667;18029;21.808695652173903;27550;1.5749999999999995;56625;4.140833333333335;55725;4.668571428571428;56061;4.713333333333334;7865;4.841666666666668
2022-05-02 03:00;30134;24.958333333333325;7873;24.4756;6091;24.36666666666666;54349;21.795;18029;21.75833333333333;27550;1.6458333333333337;56625;3.8025000000000007;7865;4.290909090909092;40640;4.753333333333334;56061;4.855833333333334
2022-05-02 04:00;30134;24.87199999999999;6091;24.3;7873;24.203333333333333;57391;22.882400000000004;54349;21.575200000000006;7865;4.233333333333333;40640;4.706666666666667;57334;4.9159999999999995;23926;5.195833333333334;55582;5.44
2022-05-02 05:00;27550;29.861538461538466;18310;25.00555555555556;30134;24.812500000000004;7873;24.415238095238095;6091;24.29090909090909;55582;6.203999999999999;40640;6.628571428571429;58451;6.816;48128;6.85;3960;6.8580000000000005
2022-05-02 06:00;27550;37.09473684210527;18310;30.616666666666667;56028;29.400000000000006;6022;28.148947368421055;54610;28.13294117647059;6062;7.842105263157895;48128;8.277777777777779;55582;8.482222222222223;58451;8.852222222222222;53098;8.9875
2022-05-02 07:00;27550;41.06666666666666;56028;34.14166666666667;59266;33.29047619047619;54610;32.80777777777777;6022;32.518125;58935;9.692727272727272;6062;9.736842105263158;55582;10.857777777777779;48128;11.210526315789474;58451;11.276190476190477
2022-05-02 08:00;27550;42.211111111111116;4594;37.833333333333336;6022;35.333000000000006;59266;32.9375;8066;32.32000000000001;58935;10.716666666666667;6062;11.009090909090908;55582;12.026666666666666;32805;12.9;6126;13.2575
2022-05-02 09:00;4594;44.55833333333334;27550;38.940000000000005;57245;35.46333333333333;7672;35.144999999999996;8066;35.128571428571426;6062;9.877777777777778;58935;11.681333333333333;32805;14.058823529411766;52045;14.22857142857143;55582;14.3
2022-05-02 10:00;4594;45.305882352941175;50807;38.35365853658537;8066;33.913636363636364;57245;33.135;7672;33.012142857142855;6062;11.973333333333334;58935;12.7175;52045;13.05;32805;14.740909090909092;51487;15.164285714285715
2022-05-02 11:00;50807;40.86624999999999;4594;38.543749999999996;56792;38.005714285714284;8066;35.32173913043478;57245;32.5364705882353;58935;13.394117647058824;6062;13.526315789473685;52045;13.873333333333335;3986;15.145000000000001;32805;15.542857142857141
2022-05-02 12:00;56792;44.987826086956524;50807;42.28297872340426;8066;37.14347826086957;3260;36.65217391304348;56000;34.23652173913043;52045;13.134782608695653;6062;13.299999999999997;58935;14.286666666666665;3986;14.649999999999999;7950;15.18521739130435
2022-05-02 13:00;50807;41.93103448275861;53168;41.867999999999995;56000;39.675238095238086;3260;39.59130434782609;55514;35.86818181818182;6062;13.818750000000001;7950;14.266363636363637;3986;14.41304347826087;27550;14.557142857142859;52045;14.8
2022-05-02 14:00;3260;43.93043478260869;56645;43.32416666666666;53168;43.17090909090909;56000;38.71304347826087;55560;36.431999999999995;3986;13.6625;7950;14.117391304347828;27550;14.161904761904763;58935;14.260000000000002;6062;14.995454545454548
2022-05-02 15:00;53168;39.42190476190475;3260;37.26363636363636;56000;36.42;42191;36.199999999999996;15488;34.30499999999999;6062;12.693333333333333;3986;13.37894736842105;27550;13.39375;7950;13.567272727272725;58935;14.084
2022-05-02 16:00;3260;37.11739130434783;42191;35.87619047619047;7954;35.22208333333333;55577;33.46695652173913;5768;33.23157894736842;6062;11.378260869565217;52045;11.42608695652174;27550;11.977272727272727;3986;12.187500000000002;7950;13.087826086956523
2022-05-02 17:00;42191;32.62272727272727;7954;31.256250000000005;37542;28.7;52211;28.509523809523813;6820;28.34357142857143;6062;10.472727272727273;27550;10.552173913043477;3986;10.829166666666666;52045;10.845454545454547;58935;12.619090909090913
2022-05-02 18:00;6091;27.78181818181819;7954;27.386521739130444;37542;27.25333333333333;42191;26.972727272727273;10527;26.699999999999996;27550;8.308695652173913;6062;8.969565217391304;52045;9.95238095238095;3986;10.160869565217393;58935;10.488181818181816
2022-05-02 19:00;6091;27.460869565217376;10205;25.983333333333324;10527;25.58181818181819;7954;24.883478260869566;37542;24.706666666666667;27550;6.6571428571428575;6062;8.157142857142855;52045;9.0;56625;9.287826086956521;5346;9.576190476190478
2022-05-02 20:00;6091;27.16956521739131;10205;25.38333333333333;10527;24.934782608695652;30134;24.70833333333334;7873;24.30416666666666;27550;5.7749999999999995;6062;7.682608695652175;52045;7.795833333333335;56625;8.241739130434784;48128;8.795454545454545
2022-05-02 21:00;6091;26.8409090909091;30134;24.323809523809533;10205;24.3;7873;24.21708333333333;10527;24.178947368421053;27550;5.175000000000001;52045;6.877777777777777;6062;7.172727272727271;56625;7.356363636363636;48128;7.755
2022-05-02 22:00;6091;26.58;30134;25.29583333333333;7873;24.0488;10527;23.583333333333332;60221;23.170833333333334;27550;4.295999999999999;52045;6.241666666666666;56625;6.4475000000000025;48128;6.916;6062;7.011999999999998
2022-05-02 23:00;6091;26.28947368421053;30134;25.799999999999997;7873;23.898260869565217;10527;23.074999999999996;60221;22.72222222222222;27550;4.089473684210527;52045;5.700000000000001;6062;6.3052631578947365;56625;6.377000000000001;48128;6.992857142857142
2022-05-03 00:00;6091;26.065000000000005;30134;26.05882352941177;7873;23.75125;60221;22.415789473684207;10527;22.221052631578946;27550;3.8699999999999997;52045;5.642105263157896;56625;6.067777777777778;52915;6.228;6062;6.3
2022-05-03 01:00;30134;26.18235294117646;6091;25.758333333333326;7873;23.560454545454547;60221;22.21999999999999;18029;22.038461538461533;27550;4.03157894736842;52915;5.412000000000001;52045;5.591666666666668;48128;6.23;56625;6.2799999999999985
2022-05-03 02:00;30134;26.294117647058826;6091;25.594736842105274;7873;23.406086956521744;18029;22.624999999999996;60221;22.05333333333333;27550;4.2333333333333325;52915;4.696666666666666;44713;5.404999999999999;52045;5.405555555555557;55582;5.8999999999999995
2022-05-03 03:00;30134;26.33043478260869;6091;25.445454545454538;18029;23.90434782608696;7873;23.284347826086954;60221;21.923809523809513;52915;4.418333333333333;44713;4.865217391304347;27550;4.952173913043478;55582;5.4725;52045;5.4818181818181815
2022-05-03 04:00;30134;26.37499999999999;18029;25.65416666666667;6091;25.27500000000001;7873;23.368750000000002;60221;21.89999999999999;44713;5.176;7865;5.841666666666666;52045;5.94;55582;5.954999999999999;52915;5.986666666666667
2022-05-03 05:00;33096;27.553333333333335;18029;26.47083333333332;30134;26.416666666666657;6091;25.227999999999998;5715;25.21363636363636;44713;6.745833333333333;9519;7.141666666666667;52045;7.329166666666666;3960;7.556799999999998;58451;7.594166666666666
2022-05-03 06:00;54610;31.628333333333334;56028;26.96896551724138;6022;26.933333333333334;18310;26.83684210526316;18029;26.73913043478261;9519;8.416666666666666;6126;8.6844;32805;9.108333333333334;44713;9.283999999999999;3986;9.356
2022-05-03 07:00;54610;37.21040000000001;6022;35.084999999999994;4594;32.833333333333336;59266;30.862499999999997;56028;30.56333333333333;3986;9.554166666666665;6126;9.642916666666666;32805;9.945833333333333;9519;10.183333333333335;7950;10.474583333333335
2022-05-03 08:00;4594;40.145833333333336;7672;36.81363636363637;54610;36.09652173913044;6022;32.97541666666667;57245;32.65333333333333;32805;9.795833333333333;7950;10.321739130434784;6126;11.270416666666664;3986;11.325000000000001;51487;11.530434782608696
2022-05-03 09:00;4594;42.455000000000005;8066;38.45652173913044;7672;36.619523809523805;50807;33.97448979591837;54610;33.851;7950;11.699130434782608;32805;11.870833333333335;44713;11.890909090909092;55725;12.219354838709679;58935;12.661739130434785
2022-05-03 10:00;4594;43.99;50807;38.19277108433735;8066;37.800000000000004;7672;34.825;57245;33.565;55725;12.092857142857142;7950;12.661739130434782;32805;12.872727272727273;58935;13.374;56625;13.391111111111108
2022-05-03 11:00;50807;42.63736263736266;4594;41.125;8066;35.06818181818182;59195;33.62352941176471;7672;33.287499999999994;55725;12.593939393939394;56625;12.68842105263158;7950;13.123043478260874;32805;13.217391304347826;3986;13.618181818181819
2022-05-03 12:00;50807;45.797959183673484;3260;37.65652173913043;52211;32.00869565217391;4594;31.543478260869566;8066;31.426086956521743;3986;12.783333333333333;58935;13.116363636363637;7950;13.40086956521739;55725;13.451612903225808;32805;13.53913043478261
2022-05-03 13:00;3260;40.958333333333336;50807;40.902727272727276;53168;36.18782608695653;52211;34.84166666666667;5768;34.642105263157895;58935;11.2128;3986;12.145833333333334;56625;12.663333333333334;7950;12.705652173913041;55725;13.391666666666666
2022-05-03 14:00;15488;41.34166666666666;5768;39.12;52211;35.39166666666666;7954;34.0536;3260;33.37083333333333;58935;9.973600000000001;3986;11.487500000000002;6126;11.751666666666667;7950;12.551666666666671;56625;12.654166666666661
2022-05-03 15:00;52211;36.86086956521739;15488;35.979166666666664;56645;35.22500000000001;5768;34.15263157894737;7954;34.07478260869566;58935;9.094166666666665;3986;10.04166666666667;56625;10.805;6126;10.934166666666668;27550;11.0375
2022-05-03 16:00;52211;35.224999999999994;5768;32.654999999999994;7954;31.407916666666665;5715;31.20952380952381;58451;30.44416666666667;58935;8.359999999999996;27550;8.745833333333332;56625;9.344999999999997;3986;9.479999999999999;6126;10.7548
2022-05-03 17:00;52211;30.133333333333336;5768;29.668421052631583;5715;28.67142857142857;6091;28.656000000000002;6820;28.497333333333334;27550;7.612499999999997;58935;8.081666666666665;56625;8.795833333333333;3986;9.379166666666668;55725;10.762857142857143
2022-05-03 18:00;6091;28.30833333333334;30134;26.995833333333337;6820;26.612666666666666;52211;26.333333333333332;8066;25.90833333333333;27550;6.55;58935;7.670000000000001;56625;8.165000000000001;7950;8.84875;3986;9.450000000000001
2022-05-03 19:00;6091;27.904166666666658;30134;26.05;6820;25.533333333333335;10205;25.054166666666664;8066;24.80416666666667;27550;5.812499999999997;58935;6.912799999999999;7950;7.06304347826087;56625;7.891666666666668;6126;8.46625
2022-05-03 20:00;6091;27.595833333333335;30134;26.884000000000004;10205;25.283333333333335;6820;25.117857142857144;7873;24.3496;27550;5.244000000000001;7950;6.040833333333332;58935;6.530833333333334;6126;7.237916666666667;56625;7.66833333333333
2022-05-03 21:00;6091;27.31666666666668;30134;27.3125;6820;24.723333333333336;7873;24.32291666666667;10205;24.2625;27550;3.649999999999999;6126;4.9188;7950;5.5754166666666665;58935;6.336;56625;6.863199999999999
2022-05-03 22:00;30134;27.564000000000014;6091;27.066666666666666;6820;24.731999999999996;7873;24.364999999999995;10205;23.70416666666667;27550;2.5083333333333324;6126;2.6788;7950;5.181666666666667;56625;5.266666666666667;3986;5.866666666666666
2022-05-03 23:00;30134;27.695833333333336;6091;26.700000000000006;7873;24.404;6820;24.076666666666664;54349;23.532500000000002;6126;0.931666666666667;27550;2.4625;56625;4.250000000000001;7950;4.451666666666667;3986;5.379166666666666
2022-05-04 00:00;30134;27.741666666666664;6091;26.558333333333337;7873;24.434583333333336;54349;23.476666666666663;6820;23.448;6126;-8.333333333333387E-4;27550;1.9599999999999995;56625;3.5450000000000013;7950;4.237500000000001;58935;4.655199999999999
2022-05-04 01:00;30134;27.783999999999995;6091;26.36399999999999;7873;24.440400000000007;6820;23.100666666666665;54349;22.95583333333333;6126;-0.6808000000000001;27550;1.3916666666666666;56625;2.6848;7950;3.9787500000000002;58935;3.9983333333333335
2022-05-04 02:00;30134;27.804166666666664;6091;26.17916666666667;7873;24.437500000000004;6820;22.690714285714286;54349;22.535833333333326;6126;-1.4016666666666664;27550;1.6958333333333329;56625;1.9333333333333325;7950;3.5312499999999996;52915;3.645
2022-05-04 03:00;30134;27.80399999999999;6091;25.974999999999994;7873;24.407083333333333;18029;23.821739130434782;54349;22.198400000000007;6126;-1.6199999999999999;27550;2.220833333333333;56625;2.2550000000000003;52915;3.016363636363636;55582;3.5499999999999994
2022-05-04 04:00;30134;27.783333333333328;6091;25.791666666666682;18029;25.17916666666667;7873;24.199166666666667;54349;21.949166666666656;6126;-0.050399999999999945;55582;3.8366666666666664;52915;4.1066666666666665;48128;4.154166666666668;44713;4.156000000000001
2022-05-04 05:00;30134;27.776;18029;27.162499999999998;6091;25.704166666666662;7873;24.345200000000006;18310;23.863157894736837;6126;3.2803999999999998;48128;5.033333333333333;44713;5.316666666666666;3986;5.739999999999998;9519;6.336363636363635
2022-05-04 06:00;18029;29.186956521739127;21492;28.68;18310;27.940000000000005;30134;27.741666666666664;6091;26.431999999999995;6126;6.610833333333332;48128;6.95;44713;7.656000000000001;3986;7.737500000000001;55582;8.366666666666665
2022-05-04 07:00;21492;30.43;54434;29.643478260869564;18029;29.579166666666655;57245;29.08719999999999;7086;28.604166666666668;6126;8.6924;48128;9.836;51487;9.936;44713;9.966666666666667;32805;10.06
2022-05-04 08:00;7086;34.6;57245;32.684999999999995;21492;31.511111111111113;4594;31.28333333333333;59266;30.991666666666674;32805;10.899999999999999;6126;11.290416666666667;51487;11.308333333333332;58935;11.487826086956519;9519;11.675000000000002
2022-05-04 09:00;4594;36.474999999999994;57245;35.538260869565214;8066;34.913043478260875;7086;33.579166666666666;50807;31.097000000000023;58935;11.65565217391304;32805;12.434782608695654;48128;12.750000000000002;51487;12.778260869565216;6126;13.054782608695655
2022-05-04 10:00;4594;36.695238095238096;57245;36.10521739130435;8066;35.66666666666667;7672;32.50124999999999;3735;31.380000000000003;58935;11.597142857142854;32805;13.008333333333335;6126;13.81583333333333;53212;14.64363636363637;51487;14.817391304347826
2022-05-04 11:00;4594;37.38695652173914;56792;35.53478260869564;56000;35.260869565217384;50807;34.5679245283019;57245;34.56434782608696;58935;11.748800000000001;27550;13.98181818181818;32805;14.024999999999999;6126;14.304545454545455;48128;14.862500000000002
2022-05-04 12:00;8066;38.48749999999999;50807;36.393518518518526;56792;34.146666666666654;56000;33.280869565217394;7672;32.32541666666667;27550;13.204166666666664;58935;13.205;6126;14.374166666666667;32805;14.741666666666667;48128;16.000000000000004
2022-05-04 13:00;52211;35.362500000000004;55514;33.434782608695656;53168;31.99454545454545;50807;31.883783783783826;8066;31.45;27550;12.995833333333332;6126;13.500833333333333;58935;13.875199999999998;32805;15.191666666666668;9970;16.695652173913043
2022-05-04 14:00;56645;48.50719999999999;56000;37.54347826086956;5768;36.945;55514;36.47391304347827;15488;34.675000000000004;58935;12.408333333333331;27550;12.5875;6126;12.852;52045;13.151999999999997;3735;13.628000000000004
2022-05-04 15:00;5768;40.26842105263157;56645;38.910833333333336;55514;37.47478260869564;53168;35.485;54727;34.844;52045;11.438095238095242;6126;11.730833333333335;5346;12.16666666666667;27550;12.223999999999997;3735;12.500000000000005
2022-05-04 16:00;5768;42.11052631578948;58451;34.181666666666665;53168;33.414285714285725;7954;32.691666666666656;55514;32.418260869565216;5346;9.756521739130433;6126;11.0875;27550;11.350000000000001;21687;12.71818181818182;58935;13.012500000000001
2022-05-04 17:00;5768;37.589473684210525;7954;34.32583333333333;58451;30.278333333333347;6091;28.78750000000001;30134;27.941666666666666;27550;10.220833333333331;5346;10.483333333333333;6126;10.625599999999999;52045;11.4;21687;11.859090909090908
2022-05-04 18:00;7954;28.732916666666664;6091;28.38799999999999;30134;28.066666666666674;5768;26.975;10527;26.287499999999994;27550;8.525;6126;10.062083333333334;58935;10.3024;5346;10.539130434782608;52045;10.712
2022-05-04 19:00;30134;28.188;6091;28.09166666666667;10527;26.419999999999987;59308;25.933333333333334;10205;25.750000000000004;27550;7.599999999999998;48128;8.85;5346;9.170833333333333;58935;9.446666666666667;53417;9.536
2022-05-04 20:00;30134;28.458333333333332;59308;27.85;6091;27.791666666666675;10527;25.849999999999994;10205;25.116666666666664;27550;6.858333333333333;48128;7.791666666666665;56625;8.295833333333333;53417;8.4;5346;8.595833333333333
2022-05-04 21:00;30134;29.308000000000003;59308;28.05909090909091;6091;27.499999999999996;10527;25.054166666666664;7873;24.417500000000004;48128;7.033333333333332;56625;7.1751999999999985;27550;7.303999999999999;53417;7.504000000000001;56766;8.5425
2022-05-04 22:00;30134;28.962500000000006;59308;28.7095238095238;6091;27.262500000000006;7873;24.292083333333327;10527;24.291666666666668;48128;5.770833333333333;27550;6.300000000000001;53417;6.879166666666666;56625;7.04;7950;7.741250000000002
2022-05-04 23:00;59308;29.324999999999996;30134;28.371999999999986;6091;27.031999999999996;7873;24.244800000000012;18029;23.974999999999998;48128;4.784;27550;5.304166666666668;53417;6.274999999999999;56625;6.509166666666668;57145;6.946666666666665
2022-05-05 00:00;59308;29.685714285714294;30134;28.191666666666674;6091;26.858333333333324;18029;24.94782608695652;7873;24.142916666666668;48128;4.004347826086957;27550;5.741666666666667;53417;5.7904761904761894;44713;5.929166666666666;57145;6.275000000000001
2022-05-05 01:00;59308;30.099999999999994;30134;28.03333333333333;6091;26.741666666666674;18029;26.321739130434782;7873;23.977499999999996;48128;3.3291666666666653;44713;5.05;53417;5.368181818181818;54857;5.729166666666667;7950;6.1143478260869575
2022-05-05 02:00;59308;29.69047619047619;30134;27.862499999999994;18029;27.629166666666666;6091;26.616666666666674;7873;23.8624;48128;2.9208333333333325;44713;4.188;54857;4.969565217391305;6126;5.332083333333333;7950;5.6066666666666665
2022-05-05 03:00;59308;29.12380952380953;18029;29.021739130434778;30134;27.754166666666674;6091;26.45599999999999;7873;23.755000000000006;48128;2.568;44713;3.3480000000000003;6126;4.337999999999999;54857;4.512500000000002;7950;5.434166666666667
2022-05-05 04:00;18029;30.954166666666666;59308;28.842857142857135;30134;27.660000000000004;6091;26.316666666666663;7873;23.86791666666667;48128;2.7750000000000004;44713;3.2624999999999997;6126;4.983749999999999;54857;5.208333333333333;3986;6.2541666666666655
2022-05-05 05:00;18029;32.93333333333333;59308;28.62857142857142;30134;27.55;5715;26.918181818181814;6091;26.349999999999994;44713;4.788;48128;4.966666666666667;54857;6.713043478260869;6126;7.335999999999999;32805;7.999999999999999
2022-05-05 06:00;18029;34.166666666666664;6022;28.658749999999998;59308;28.342857142857138;18310;28.331578947368417;60221;27.583333333333332;48128;8.0;44713;8.143999999999998;32805;8.916666666666666;51487;9.22;6126;9.382
2022-05-05 07:00;18029;34.07500000000001;54434;32.10173913043479;21492;30.829999999999995;7086;30.141666666666676;57245;29.8475;32805;9.7875;48128;9.8875;51487;10.516666666666667;44713;10.745833333333335;6126;10.952916666666667
2022-05-05 08:00;57245;35.54333333333334;18029;34.64999999999999;4594;34.083333333333336;8066;32.574999999999996;54434;32.16608695652174;32805;11.179166666666667;5346;11.182608695652174;51487;11.845833333333333;48128;11.987500000000002;44713;12.4375
2022-05-05 09:00;4594;42.79130434782609;7672;36.70130434782609;18029;34.513043478260876;8066;34.31739130434782;50807;31.624999999999996;5346;12.530434782608696;32805;12.795833333333334;51487;12.819999999999999;4154;13.36842105263158;53098;13.824999999999998
2022-05-05 10:00;4594;45.209999999999994;8066;35.7;50807;35.13666666666666;7672;34.84263157894736;56000;33.71238095238095;5346;12.2625;32805;13.631818181818181;53417;13.900000000000002;4154;13.989473684210527;51487;14.077777777777778
2022-05-05 11:00;56000;36.73727272727272;7672;35.790000000000006;50807;34.57659574468085;4594;34.18571428571428;8066;33.48260869565217;5346;12.804761904761904;4154;13.960000000000003;58935;14.003809523809526;53417;14.459999999999999;53098;14.595652173913043
2022-05-05 12:00;53168;37.84090909090909;56000;36.12695652173913;8066;35.626086956521725;55514;33.53999999999999;50807;33.19896907216495;4154;13.75;6062;14.082608695652175;21687;14.172727272727276;52045;14.23913043478261;58935;14.502608695652176
2022-05-05 13:00;8066;37.8125;54238;33.6025;50807;33.175438596491226;53168;31.173999999999996;57145;31.085454545454546;21687;14.208;58935;14.257600000000004;6062;14.633333333333335;27550;14.662500000000001;4154;14.72083333333333
2022-05-05 14:00;55560;36.36166666666667;54238;34.01826086956522;8066;33.1625;7954;32.29875;28026;31.847826086956523;58935;13.373333333333337;5346;13.6625;27550;14.104166666666664;56625;14.815833333333332;6062;14.844000000000001
2022-05-05 15:00;54238;33.11416666666668;8066;31.164000000000005;28026;31.083333333333332;10527;30.53333333333333;5715;30.263636363636362;5346;11.891666666666666;58935;13.055999999999997;6062;13.245833333333332;27550;13.719999999999997;56625;14.2675
2022-05-05 16:00;3260;36.416666666666664;7954;32.8325;54238;30.348333333333333;10527;30.266666666666676;8066;29.608333333333338;5346;11.58695652173913;58935;11.758333333333331;27550;12.845833333333337;6062;13.145833333333336;56625;13.854999999999999
2022-05-05 17:00;7954;32.60583333333333;10527;29.7375;3260;28.60416666666666;6091;28.39166666666665;8066;28.245833333333326;5346;10.779166666666669;27550;11.673913043478262;58935;11.747200000000003;6062;12.643999999999997;53098;12.835999999999999
2022-05-05 18:00;10527;29.170833333333334;6091;28.140000000000004;7954;27.62833333333333;18029;27.558333333333337;10205;27.158333333333346;5346;9.9;27550;10.504000000000001;53098;11.504166666666668;55725;11.758333333333331;6062;11.920833333333329
2022-05-05 19:00;10527;28.74800000000001;6091;27.82916666666668;18029;27.181818181818183;10205;26.852000000000004;30134;26.243999999999986;5346;9.47916666666667;55725;9.957142857142859;27550;10.616666666666664;53098;10.896;6062;11.211999999999998
2022-05-05 20:00;10527;27.804166666666664;6091;27.462499999999988;18029;26.77391304347827;30134;26.17916666666667;10205;25.783333333333335;55725;8.066666666666666;5346;9.499999999999998;48128;9.912499999999998;27550;9.929166666666665;53098;10.724
2022-05-05 21:00;59308;27.484999999999996;6091;27.18333333333334;30134;26.562499999999996;18029;26.465217391304336;10527;26.212500000000002;55725;7.202857142857144;27550;8.72083333333333;48128;9.016000000000002;5346;9.4;10584;9.68181818181818
