ts;cell_0;avg_temp0;med_temp0;cell_1;avg_temp1;med_temp1;cell_2;avg_temp2;med_temp2;cell_3;avg_temp3;med_temp3;cell_4;avg_temp4;med_temp4;cell_5;avg_temp5;med_temp5;cell_6;avg_temp6;med_temp6;cell_7;avg_temp7;med_temp7;cell_8;avg_temp8;med_temp8;cell_9;avg_temp9;med_temp9;cell_10;avg_temp10;med_temp10;cell_11;avg_temp11;med_temp11;cell_12;avg_temp12;med_temp12;cell_13;avg_temp13;med_temp13;cell_14;avg_temp14;med_temp14;cell_15;avg_temp15;med_temp15;
2022-05-01 00:00:00.0;0;5.655999999999998;5.6;1;9.369230769230771;8.4;2;9.234827586206904;10.0;-1;0.0;0.0;4;12.772986184909668;12.2;5;13.779551724137917;15.2;6;9.51970724191063;9.1;-1;0.0;0.0;8;10.978873239436616;11.3;9;12.463902439024391;14.9;10;13.774883720930232;14.24;11;11.721714285714285;12.2;-1;0.0;0.0;-1;0.0;0.0;-1;0.0;0.0;15;10.376238532110094;8.3
2022-05-01 01:00:00.0;0;5.404347826086957;5.4;1;8.645614035087718;8.0;2;9.020277777777773;9.6;-1;0.0;0.0;4;12.28756900212314;11.9;5;13.423353552859625;14.9;6;8.998219178082191;8.4;-1;0.0;0.0;8;10.280821917808218;10.5;9;12.375590551181114;14.4;10;13.565116279069766;14.14;11;11.29731343283582;12.1;-1;0.0;0.0;-1;0.0;0.0;-1;0.0;0.0;15;9.820754716981137;7.8
2022-05-01 02:00:00.0;0;4.32;4.3;1;8.491452991452986;8.0;2;8.61634482758621;9.54;-1;0.0;0.0;4;11.8182371458552;11.4;5;13.148802395209628;14.6;6;8.431415525114172;7.8;-1;0.0;0.0;8;9.706849315068496;9.8;9;11.683636363636365;14.2;10;13.320465116279069;13.94;11;10.860845070422528;11.9;-1;0.0;0.0;-1;0.0;0.0;-1;0.0;0.0;15;9.208796296296295;6.8
2022-05-01 03:00:00.0;0;3.1583333333333328;3.1500000000000004;1;8.680701754385966;7.9;2;8.483999999999996;9.3;-1;0.0;0.0;4;11.367960251046025;11.149999999999999;5;12.868964927288289;14.3;6;8.096768292682926;7.4;-1;0.0;0.0;8;9.448648648648648;9.0;9;11.930158730158727;14.2;10;13.183181818181817;13.8;11;11.078571428571435;11.82;-1;0.0;0.0;-1;0.0;0.0;-1;0.0;0.0;15;9.097870370370366;7.4
2022-05-01 04:00:00.0;0;4.040000000000001;4.0;1;9.040000000000003;8.0;2;8.891874999999999;9.5;-1;0.0;0.0;4;11.22555673382821;11.0;5;12.84676767676768;14.1;6;9.571694656488551;8.7;-1;0.0;0.0;8;9.245205479452057;8.3;9;11.010344827586213;14.1;10;13.136279069767442;13.8;11;12.10891891891892;12.3;-1;0.0;0.0;-1;0.0;0.0;-1;0.0;0.0;15;10.769626168224299;10.4
2022-05-01 05:00:00.0;0;5.5249999999999995;5.5;1;10.844444444444436;8.4;2;9.633241379310348;9.6;-1;0.0;0.0;4;11.827682672233834;11.7;5;13.901454545454541;14.4;6;12.601854103343467;11.31;-1;0.0;0.0;8;9.510958904109588;8.5;9;11.38642857142857;7.9;10;13.57860465116279;13.8;11;14.890933333333333;14.36;-1;0.0;0.0;-1;0.0;0.0;-1;0.0;0.0;15;13.531192660550463;12.3
2022-05-01 06:00:00.0;0;8.624;8.6;1;12.46239316239316;9.4;2;11.209794520547948;11.55;-1;0.0;0.0;4;13.276697916666672;12.8;5;15.750641132389676;15.5;6;15.969018126888233;14.035;-1;0.0;0.0;8;11.035616438356167;11.0;9;11.721679389312976;8.7;10;14.15409090909091;14.29;11;17.97402597402598;17.16;-1;0.0;0.0;-1;0.0;0.0;-1;0.0;0.0;15;15.703981481481476;14.55
2022-05-01 07:00:00.0;0;12.516000000000002;12.4;1;14.246551724137934;10.9;2;13.237602739726029;12.08;-1;0.0;0.0;4;15.31646750524109;14.9;5;17.594706368899914;16.4;6;18.358509036144607;16.7;-1;0.0;0.0;8;14.309459459459461;14.95;9;13.969241379310343;11.2;10;15.325000000000001;15.4;11;19.71925;18.6;-1;0.0;0.0;-1;0.0;0.0;-1;0.0;0.0;15;17.896972477064224;16.7
2022-05-01 08:00:00.0;0;15.504347826086958;15.4;1;15.487719298245617;12.8;2;15.20128571428571;13.7;-1;0.0;0.0;4;17.18016251354279;17.0;5;19.089175257731988;17.4;6;20.017955974842774;19.1;-1;0.0;0.0;8;19.54507042253521;18.6;9;16.27013513513514;17.4;10;16.42093023255814;16.4;11;21.28206896551724;19.88;-1;0.0;0.0;-1;0.0;0.0;-1;0.0;0.0;15;19.63123809523809;18.9
2022-05-01 09:00:00.0;0;17.44761904761905;17.5;1;18.087272727272733;15.55;2;18.824296296296307;15.7;-1;0.0;0.0;4;18.590657015590217;18.55;5;19.82715308863025;19.0;6;21.796356209150318;21.5;-1;0.0;0.0;8;21.246376811594196;20.3;9;17.158832116788318;18.8;10;18.657073170731703;18.4;11;21.332222222222214;22.25;-1;0.0;0.0;-1;0.0;0.0;-1;0.0;0.0;15;21.143846153846145;19.45
