2022-05-01 00:00:00.0;8362;3594;14.553227601558174
2022-05-01 00:00:00.0;6454;2793;23.400107411385633
2022-05-01 00:00:00.0;7882;3956;13.749721941354892
2022-05-01 00:00:00.0;7389;3770;17.485994694960297
2022-05-01 00:00:00.0;9119;3799;23.668070544880244
2022-05-01 00:00:00.0;9985;3943;20.298833375602385
2022-05-01 00:00:00.0;8227;3769;13.4584770496153
2022-05-01 00:00:00.0;7830;3808;16.166134453781492
2022-05-01 00:00:00.0;9313;3827;21.100940684609295
2022-05-01 00:00:00.0;5571;3793;16.083390456103327
2022-05-08 00:00:00.0;8362;10;14.330000000000002
2022-05-08 00:00:00.0;6454;2778;24.48462922966157
2022-05-08 00:00:00.0;9313;3839;25.085829643136144
2022-05-08 00:00:00.0;9119;3754;26.918700053276464
2022-05-08 00:00:00.0;7882;3967;17.183035039072355
2022-05-08 00:00:00.0;7830;3786;18.724302694136302
2022-05-08 00:00:00.0;8227;3724;17.902792696025685
2022-05-08 00:00:00.0;7389;3744;20.613648504273474
2022-05-08 00:00:00.0;9985;3839;23.58715811409227
2022-05-08 00:00:00.0;5571;3785;19.70829590488768
2022-05-15 00:00:00.0;6454;2770;27.38909747292413
2022-05-15 00:00:00.0;9985;3897;25.1186553759303
2022-05-15 00:00:00.0;7389;3651;21.529197480142525
2022-05-15 00:00:00.0;8227;3568;19.875980941703954
2022-05-15 00:00:00.0;5571;3572;21.434630459126517
2022-05-15 00:00:00.0;7882;2722;17.857127112417334
2022-05-15 00:00:00.0;9313;3834;26.751095461658796
2022-05-15 00:00:00.0;7830;3761;20.12462377027389
2022-05-15 00:00:00.0;9119;3689;26.97506099213877
2022-05-22 00:00:00.0;7882;3221;21.60251474697302
2022-05-22 00:00:00.0;6454;2773;21.529642985935723
2022-05-22 00:00:00.0;7389;3574;17.771544487968633
2022-05-22 00:00:00.0;9985;3899;21.56452936650417
2022-05-22 00:00:00.0;5571;3572;18.192021276595703
2022-05-22 00:00:00.0;7830;3699;17.412130305487963
2022-05-22 00:00:00.0;8227;3528;16.42015306122449
2022-05-22 00:00:00.0;9313;3834;23.516979655711857
2022-05-22 00:00:00.0;9119;3551;24.802562658406064
2022-05-29 00:00:00.0;6454;1170;19.366495726495746
2022-05-29 00:00:00.0;8227;1479;12.97018255578096
2022-05-29 00:00:00.0;9985;1680;17.956964285714285
2022-05-29 00:00:00.0;7830;1548;14.24567829457365
2022-05-29 00:00:00.0;5571;1260;13.62912698412699
2022-05-29 00:00:00.0;7389;1498;15.709078771695568
2022-05-29 00:00:00.0;9119;1518;19.425757575757615
2022-05-29 00:00:00.0;9313;1655;21.217280966767387
