2022-05-08 08:08:53.0;8362;3604;14.552608213096585
2022-05-28 15:13:52.0;7882;14011;17.31402469488253
2022-05-31 20:58:40.0;6454;12284;23.73844838814719
2022-05-31 23:57:59.0;8227;16260;16.481728167281783
2022-05-31 23:58:11.0;9985;17451;22.13793478883735
2022-05-31 23:58:20.0;7830;16798;17.68879330872725
2022-05-31 23:58:23.0;5571;16174;18.37232595523693
2022-05-31 23:58:42.0;7389;16431;18.915105593086135
2022-05-31 23:58:52.0;9119;16504;24.929586766844302
2022-05-31 23:59:34.0;9313;17178;23.824554662941132
